T,X,Y
0.930000,11.955850,10.001530
0.931000,11.968705,10.007718
0.932000,11.981561,10.013896
0.933000,11.994417,10.020064
0.934000,12.007273,10.026223
0.935000,12.020128,10.032371
0.936000,12.032984,10.038510
0.937000,12.045840,10.044639
0.938000,12.058696,10.050758
0.939000,12.071551,10.056867
0.940000,12.084407,10.062967
0.941000,12.097263,10.069057
0.942000,12.110119,10.075136
0.943000,12.122974,10.081206
0.944000,12.135830,10.087267
0.945000,12.148686,10.093317
0.946000,12.161542,10.099358
0.947000,12.174397,10.105389
0.948000,12.187253,10.111410
0.949000,12.200109,10.117421
0.950000,12.212965,10.123422
0.951000,12.225820,10.129414
0.952000,12.238676,10.135396
0.953000,12.251532,10.141367
0.954000,12.264388,10.147330
0.955000,12.277243,10.153282
0.956000,12.290099,10.159224
0.957000,12.302955,10.165157
0.958000,12.315811,10.171080
0.959000,12.328666,10.176993
0.960000,12.341522,10.182897
0.961000,12.354378,10.188790
0.962000,12.367234,10.194674
0.963000,12.380089,10.200548
0.964000,12.392945,10.206412
0.965000,12.405801,10.212266
0.966000,12.418657,10.218110
0.967000,12.431512,10.223945
0.968000,12.444368,10.229770
0.969000,12.457224,10.235585
0.970000,12.470080,10.241390
0.971000,12.482935,10.247185
0.972000,12.495791,10.252971
0.973000,12.508647,10.258747
0.974000,12.521503,10.264513
0.975000,12.534358,10.270269
0.976000,12.547214,10.276015
0.977000,12.560070,10.281751
0.978000,12.572926,10.287478
0.979000,12.585781,10.293195
0.980000,12.598637,10.298902
0.981000,12.611493,10.304599
0.982000,12.624349,10.310287
0.983000,12.637204,10.315965
0.984000,12.650060,10.321632
0.985000,12.662916,10.327290
0.986000,12.675772,10.332939
0.987000,12.688627,10.338577
0.988000,12.701483,10.344206
0.989000,12.714339,10.349825
0.990000,12.727195,10.355434
0.991000,12.740050,10.361033
0.992000,12.752906,10.366622
0.993000,12.765762,10.372202
0.994000,12.778618,10.377771
0.995000,12.791473,10.383331
0.996000,12.804329,10.388881
0.997000,12.817185,10.394422
0.998000,12.830041,10.399952
0.999000,12.842896,10.405473
1.000000,12.855752,10.410984
1.001000,12.868608,10.416485
1.002000,12.881464,10.421976
1.003000,12.894319,10.427458
1.004000,12.907175,10.432929
1.005000,12.920031,10.438391
1.006000,12.932887,10.443843
1.007000,12.945742,10.449285
1.008000,12.958598,10.454718
1.009000,12.971454,10.460140
1.010000,12.984310,10.465553
1.011000,12.997165,10.470956
1.012000,13.010021,10.476349
1.013000,13.022877,10.481733
1.014000,13.035733,10.487106
1.015000,13.048588,10.492470
1.016000,13.061444,10.497824
1.017000,13.074300,10.503168
1.018000,13.087156,10.508502
1.019000,13.100011,10.513827
1.020000,13.112867,10.519142
1.021000,13.125723,10.524446
1.022000,13.138579,10.529741
1.023000,13.151434,10.535027
1.024000,13.164290,10.540302
1.025000,13.177146,10.545568
1.026000,13.190002,10.550824
1.027000,13.202858,10.556070
1.028000,13.215713,10.561306
1.029000,13.228569,10.566532
1.030000,13.241425,10.571749
1.031000,13.254281,10.576956
1.032000,13.267136,10.582153
1.033000,13.279992,10.587340
1.034000,13.292848,10.592517
1.035000,13.305704,10.597685
1.036000,13.318559,10.602842
1.037000,13.331415,10.607990
1.038000,13.344271,10.613128
1.039000,13.357127,10.618257
1.040000,13.369982,10.623375
1.041000,13.382838,10.628484
1.042000,13.395694,10.633583
1.043000,13.408550,10.638672
1.044000,13.421405,10.643751
1.045000,13.434261,10.648821
1.046000,13.447117,10.653880
1.047000,13.459973,10.658930
1.048000,13.472828,10.663970
1.049000,13.485684,10.669000
1.050000,13.498540,10.674021
1.051000,13.511396,10.679031
1.052000,13.524251,10.684032
1.053000,13.537107,10.689023
1.054000,13.549963,10.694004
1.055000,13.562819,10.698975
1.056000,13.575674,10.703937
1.057000,13.588530,10.708889
1.058000,13.601386,10.713831
1.059000,13.614242,10.718763
1.060000,13.627097,10.723685
1.061000,13.639953,10.728597
1.062000,13.652809,10.733500
1.063000,13.665665,10.738393
1.064000,13.678520,10.743276
1.065000,13.691376,10.748149
1.066000,13.704232,10.753013
1.067000,13.717088,10.757866
1.068000,13.729943,10.762710
1.069000,13.742799,10.767544
1.070000,13.755655,10.772368
1.071000,13.768511,10.777183
1.072000,13.781366,10.781987
1.073000,13.794222,10.786782
1.074000,13.807078,10.791567
1.075000,13.819934,10.796342
1.076000,13.832789,10.801107
1.077000,13.845645,10.805863
1.078000,13.858501,10.810609
1.079000,13.871357,10.815344
1.080000,13.884212,10.820071
1.081000,13.897068,10.824787
1.082000,13.909924,10.829493
1.083000,13.922780,10.834190
1.084000,13.935635,10.838877
1.085000,13.948491,10.843554
1.086000,13.961347,10.848221
1.087000,13.974203,10.852879
1.088000,13.987058,10.857526
1.089000,13.999914,10.862164
1.090000,14.012770,10.866792
1.091000,14.025626,10.871410
1.092000,14.038481,10.876018
1.093000,14.051337,10.880617
1.094000,14.064193,10.885206
1.095000,14.077049,10.889785
1.096000,14.089904,10.894354
1.097000,14.102760,10.898913
1.098000,14.115616,10.903463
1.099000,14.128472,10.908002
1.100000,14.141327,10.912532
1.101000,14.154183,10.917052
1.102000,14.167039,10.921563
1.103000,14.179895,10.926063
1.104000,14.192750,10.930554
1.105000,14.205606,10.935035
1.106000,14.218462,10.939506
1.107000,14.231318,10.943967
1.108000,14.244173,10.948418
1.109000,14.257029,10.952860
1.110000,14.269885,10.957292
1.111000,14.282741,10.961714
1.112000,14.295596,10.966126
1.113000,14.308452,10.970528
1.114000,14.321308,10.974921
1.115000,14.334164,10.979303
1.116000,14.347019,10.983676
1.117000,14.359875,10.988039
1.118000,14.372731,10.992393
1.119000,14.385587,10.996736
1.120000,14.398442,11.001070
1.121000,14.411298,11.005394
1.122000,14.424154,11.009708
1.123000,14.437010,11.014012
1.124000,14.449865,11.018307
1.125000,14.462721,11.022591
1.126000,14.475577,11.026866
1.127000,14.488433,11.031131
1.128000,14.501288,11.035386
1.129000,14.514144,11.039632
1.130000,14.527000,11.043867
1.131000,14.539856,11.048093
1.132000,14.552711,11.052309
1.133000,14.565567,11.056515
1.134000,14.578423,11.060712
1.135000,14.591279,11.064898
1.136000,14.604134,11.069075
1.137000,14.616990,11.073242
1.138000,14.629846,11.077399
1.139000,14.642702,11.081546
1.140000,14.655558,11.085684
1.141000,14.668413,11.089811
1.142000,14.681269,11.093929
1.143000,14.694125,11.098037
1.144000,14.706981,11.102135
1.145000,14.719836,11.106224
1.146000,14.732692,11.110303
1.147000,14.745548,11.114371
1.148000,14.758404,11.118430
1.149000,14.771259,11.122480
1.150000,14.784115,11.126519
1.151000,14.796971,11.130549
1.152000,14.809827,11.134568
1.153000,14.822682,11.138578
1.154000,14.835538,11.142578
1.155000,14.848394,11.146569
1.156000,14.861250,11.150549
1.157000,14.874105,11.154520
1.158000,14.886961,11.158481
1.159000,14.899817,11.162432
1.160000,14.912673,11.166373
1.161000,14.925528,11.170305
1.162000,14.938384,11.174226
1.163000,14.951240,11.178138
1.164000,14.964096,11.182040
1.165000,14.976951,11.185933
1.166000,14.989807,11.189815
1.167000,15.002663,11.193688
1.168000,15.015519,11.197550
1.169000,15.028374,11.201403
1.170000,15.041230,11.205247
1.171000,15.054086,11.209080
1.172000,15.066942,11.212904
1.173000,15.079797,11.216717
1.174000,15.092653,11.220521
1.175000,15.105509,11.224315
1.176000,15.118365,11.228100
1.177000,15.131220,11.231874
1.178000,15.144076,11.235639
1.179000,15.156932,11.239394
1.180000,15.169788,11.243139
1.181000,15.182643,11.246874
1.182000,15.195499,11.250600
1.183000,15.208355,11.254315
1.184000,15.221211,11.258021
1.185000,15.234066,11.261717
1.186000,15.246922,11.265403
1.187000,15.259778,11.269080
1.188000,15.272634,11.272747
1.189000,15.285489,11.276403
1.190000,15.298345,11.280050
1.191000,15.311201,11.283687
1.192000,15.324057,11.287315
1.193000,15.336912,11.290932
1.194000,15.349768,11.294540
1.195000,15.362624,11.298138
1.196000,15.375480,11.301726
1.197000,15.388335,11.305305
1.198000,15.401191,11.308873
1.199000,15.414047,11.312432
1.200000,15.426903,11.315981
1.201000,15.439758,11.319520
1.202000,15.452614,11.323049
1.203000,15.465470,11.326568
1.204000,15.478326,11.330078
1.205000,15.491181,11.333578
1.206000,15.504037,11.337068
1.207000,15.516893,11.340548
1.208000,15.529749,11.344019
1.209000,15.542604,11.347479
1.210000,15.555460,11.350930
1.211000,15.568316,11.354371
1.212000,15.581172,11.357802
1.213000,15.594027,11.361223
1.214000,15.606883,11.364635
1.215000,15.619739,11.368037
1.216000,15.632595,11.371429
1.217000,15.645450,11.374811
1.218000,15.658306,11.378183
1.219000,15.671162,11.381546
1.220000,15.684018,11.384898
1.221000,15.696873,11.388241
1.222000,15.709729,11.391574
1.223000,15.722585,11.394898
1.224000,15.735441,11.398211
1.225000,15.748296,11.401515
1.226000,15.761152,11.404808
1.227000,15.774008,11.408092
1.228000,15.786864,11.411367
1.229000,15.799719,11.414631
1.230000,15.812575,11.417886
1.231000,15.825431,11.421130
1.232000,15.838287,11.424365
1.233000,15.851142,11.427591
1.234000,15.863998,11.430806
1.235000,15.876854,11.434011
1.236000,15.889710,11.437207
1.237000,15.902565,11.440393
1.238000,15.915421,11.443569
1.239000,15.928277,11.446736
1.240000,15.941133,11.449892
1.241000,15.953988,11.453039
1.242000,15.966844,11.456176
1.243000,15.979700,11.459303
1.244000,15.992556,11.462420
1.245000,16.005411,11.465527
1.246000,16.018267,11.468625
1.247000,16.031123,11.471713
1.248000,16.043979,11.474791
1.249000,16.056834,11.477859
1.250000,16.069690,11.480917
1.251000,16.082546,11.483966
1.252000,16.095402,11.487005
1.253000,16.108257,11.490034
1.254000,16.121113,11.493053
1.255000,16.133969,11.496062
1.256000,16.146825,11.499062
1.257000,16.159681,11.502051
1.258000,16.172536,11.505031
1.259000,16.185392,11.508001
1.260000,16.198248,11.510962
1.261000,16.211104,11.513912
1.262000,16.223959,11.516853
1.263000,16.236815,11.519784
1.264000,16.249671,11.522705
1.265000,16.262527,11.525616
1.266000,16.275382,11.528517
1.267000,16.288238,11.531409
1.268000,16.301094,11.534291
1.269000,16.313950,11.537163
1.270000,16.326805,11.540025
1.271000,16.339661,11.542877
1.272000,16.352517,11.545720
1.273000,16.365373,11.548553
1.274000,16.378228,11.551376
1.275000,16.391084,11.554189
1.276000,16.403940,11.556992
1.277000,16.416796,11.559786
1.278000,16.429651,11.562569
1.279000,16.442507,11.565343
1.280000,16.455363,11.568107
1.281000,16.468219,11.570862
1.282000,16.481074,11.573606
1.283000,16.493930,11.576341
1.284000,16.506786,11.579066
1.285000,16.519642,11.581781
1.286000,16.532497,11.584486
1.287000,16.545353,11.587181
1.288000,16.558209,11.589867
1.289000,16.571065,11.592543
1.290000,16.583920,11.595209
1.291000,16.596776,11.597865
1.292000,16.609632,11.600511
1.293000,16.622488,11.603148
1.294000,16.635343,11.605775
1.295000,16.648199,11.608391
1.296000,16.661055,11.610999
1.297000,16.673911,11.613596
1.298000,16.686766,11.616183
1.299000,16.699622,11.618761
1.300000,16.712478,11.621329
1.301000,16.725334,11.623887
1.302000,16.738189,11.626435
1.303000,16.751045,11.628974
1.304000,16.763901,11.631502
1.305000,16.776757,11.634021
1.306000,16.789612,11.636530
1.307000,16.802468,11.639030
1.308000,16.815324,11.641519
1.309000,16.828180,11.643999
1.310000,16.841035,11.646468
1.311000,16.853891,11.648928
1.312000,16.866747,11.651379
1.313000,16.879603,11.653819
1.314000,16.892458,11.656249
1.315000,16.905314,11.658670
1.316000,16.918170,11.661081
1.317000,16.931026,11.663482
1.318000,16.943881,11.665874
1.319000,16.956737,11.668255
1.320000,16.969593,11.670627
1.321000,16.982449,11.672989
1.322000,16.995304,11.675341
1.323000,17.008160,11.677683
1.324000,17.021016,11.680015
1.325000,17.033872,11.682338
1.326000,17.046727,11.684651
1.327000,17.059583,11.686954
1.328000,17.072439,11.689247
1.329000,17.085295,11.691530
1.330000,17.098150,11.693804
1.331000,17.111006,11.696068
1.332000,17.123862,11.698322
1.333000,17.136718,11.700566
1.334000,17.149573,11.702800
1.335000,17.162429,11.705025
1.336000,17.175285,11.707240
1.337000,17.188141,11.709444
1.338000,17.200996,11.711640
1.339000,17.213852,11.713825
1.340000,17.226708,11.716000
1.341000,17.239564,11.718166
1.342000,17.252419,11.720322
1.343000,17.265275,11.722468
1.344000,17.278131,11.724604
1.345000,17.290987,11.726731
1.346000,17.303842,11.728847
1.347000,17.316698,11.730954
1.348000,17.329554,11.733051
1.349000,17.342410,11.735138
1.350000,17.355265,11.737216
1.351000,17.368121,11.739283
1.352000,17.380977,11.741341
1.353000,17.393833,11.743389
1.354000,17.406688,11.745427
1.355000,17.419544,11.747456
1.356000,17.432400,11.749474
1.357000,17.445256,11.751483
1.358000,17.458111,11.753482
1.359000,17.470967,11.755471
1.360000,17.483823,11.757450
1.361000,17.496679,11.759420
1.362000,17.509534,11.761379
1.363000,17.522390,11.763329
1.364000,17.535246,11.765269
1.365000,17.548102,11.767199
1.366000,17.560957,11.769120
1.367000,17.573813,11.771030
1.368000,17.586669,11.772931
1.369000,17.599525,11.774822
1.370000,17.612381,11.776703
1.371000,17.625236,11.778575
1.372000,17.638092,11.780436
1.373000,17.650948,11.782288
1.374000,17.663804,11.784130
1.375000,17.676659,11.785962
1.376000,17.689515,11.787785
1.377000,17.702371,11.789597
1.378000,17.715227,11.791400
1.379000,17.728082,11.793193
1.380000,17.740938,11.794976
1.381000,17.753794,11.796749
1.382000,17.766650,11.798512
1.383000,17.779505,11.800266
1.384000,17.792361,11.802010
1.385000,17.805217,11.803744
1.386000,17.818073,11.805468
1.387000,17.830928,11.807183
1.388000,17.843784,11.808887
1.389000,17.856640,11.810582
1.390000,17.869496,11.812267
1.391000,17.882351,11.813942
1.392000,17.895207,11.815608
1.393000,17.908063,11.817263
1.394000,17.920919,11.818909
1.395000,17.933774,11.820545
1.396000,17.946630,11.822171
1.397000,17.959486,11.823787
1.398000,17.972342,11.825394
1.399000,17.985197,11.826991
1.400000,17.998053,11.828577
1.401000,18.010909,11.830154
1.402000,18.023765,11.831722
1.403000,18.036620,11.833279
1.404000,18.049476,11.834827
1.405000,18.062332,11.836365
1.406000,18.075188,11.837893
1.407000,18.088043,11.839411
1.408000,18.100899,11.840919
1.409000,18.113755,11.842418
1.410000,18.126611,11.843907
1.411000,18.139466,11.845386
1.412000,18.152322,11.846855
1.413000,18.165178,11.848314
1.414000,18.178034,11.849764
1.415000,18.190889,11.851204
1.416000,18.203745,11.852633
1.417000,18.216601,11.854054
1.418000,18.229457,11.855464
1.419000,18.242312,11.856864
1.420000,18.255168,11.858255
1.421000,18.268024,11.859636
1.422000,18.280880,11.861007
1.423000,18.293735,11.862368
1.424000,18.306591,11.863720
1.425000,18.319447,11.865061
1.426000,18.332303,11.866393
1.427000,18.345158,11.867715
1.428000,18.358014,11.869027
1.429000,18.370870,11.870330
1.430000,18.383726,11.871622
1.431000,18.396581,11.872905
1.432000,18.409437,11.874178
1.433000,18.422293,11.875441
1.434000,18.435149,11.876695
1.435000,18.448004,11.877938
1.436000,18.460860,11.879172
1.437000,18.473716,11.880396
1.438000,18.486572,11.881610
1.439000,18.499427,11.882814
1.440000,18.512283,11.884009
1.441000,18.525139,11.885193
1.442000,18.537995,11.886368
1.443000,18.550850,11.887533
1.444000,18.563706,11.888689
1.445000,18.576562,11.889834
1.446000,18.589418,11.890970
1.447000,18.602273,11.892096
1.448000,18.615129,11.893212
1.449000,18.627985,11.894318
1.450000,18.640841,11.895414
1.451000,18.653696,11.896501
1.452000,18.666552,11.897577
1.453000,18.679408,11.898644
1.454000,18.692264,11.899702
1.455000,18.705119,11.900749
1.456000,18.717975,11.901786
1.457000,18.730831,11.902814
1.458000,18.743687,11.903832
1.459000,18.756542,11.904840
1.460000,18.769398,11.905838
1.461000,18.782254,11.906827
1.462000,18.795110,11.907806
1.463000,18.807965,11.908774
1.464000,18.820821,11.909733
1.465000,18.833677,11.910683
1.466000,18.846533,11.911622
1.467000,18.859388,11.912552
1.468000,18.872244,11.913472
1.469000,18.885100,11.914382
1.470000,18.897956,11.915282
1.471000,18.910811,11.916172
1.472000,18.923667,11.917053
1.473000,18.936523,11.917923
1.474000,18.949379,11.918784
1.475000,18.962234,11.919636
1.476000,18.975090,11.920477
1.477000,18.987946,11.921308
1.478000,19.000802,11.922130
1.479000,19.013657,11.922942
1.480000,19.026513,11.923744
1.481000,19.039369,11.924536
1.482000,19.052225,11.925319
1.483000,19.065081,11.926092
1.484000,19.077936,11.926854
1.485000,19.090792,11.927607
1.486000,19.103648,11.928351
1.487000,19.116504,11.929084
1.488000,19.129359,11.929808
1.489000,19.142215,11.930521
1.490000,19.155071,11.931225
1.491000,19.167927,11.931920
1.492000,19.180782,11.932604
1.493000,19.193638,11.933279
1.494000,19.206494,11.933943
1.495000,19.219350,11.934598
1.496000,19.232205,11.935243
1.497000,19.245061,11.935879
1.498000,19.257917,11.936504
1.499000,19.270773,11.937120
1.500000,19.283628,11.937726
1.501000,19.296484,11.938322
1.502000,19.309340,11.938908
1.503000,19.322196,11.939485
1.504000,19.335051,11.940051
1.505000,19.347907,11.940608
1.506000,19.360763,11.941155
1.507000,19.373619,11.941692
1.508000,19.386474,11.942220
1.509000,19.399330,11.942737
1.510000,19.412186,11.943245
1.511000,19.425042,11.943743
1.512000,19.437897,11.944231
1.513000,19.450753,11.944710
1.514000,19.463609,11.945178
1.515000,19.476465,11.945637
1.516000,19.489320,11.946086
1.517000,19.502176,11.946525
1.518000,19.515032,11.946954
1.519000,19.527888,11.947374
1.520000,19.540743,11.947783
1.521000,19.553599,11.948183
1.522000,19.566455,11.948573
1.523000,19.579311,11.948954
1.524000,19.592166,11.949324
1.525000,19.605022,11.949685
1.526000,19.617878,11.950036
1.527000,19.630734,11.950377
1.528000,19.643589,11.950708
1.529000,19.656445,11.951029
1.530000,19.669301,11.951341
1.531000,19.682157,11.951643
1.532000,19.695012,11.951935
1.533000,19.707868,11.952217
1.534000,19.720724,11.952489
1.535000,19.733580,11.952752
1.536000,19.746435,11.953004
1.537000,19.759291,11.953247
1.538000,19.772147,11.953480
1.539000,19.785003,11.953704
1.540000,19.797858,11.953917
1.541000,19.810714,11.954121
1.542000,19.823570,11.954315
1.543000,19.836426,11.954499
1.544000,19.849281,11.954673
1.545000,19.862137,11.954837
1.546000,19.874993,11.954992
1.547000,19.887849,11.955137
1.548000,19.900704,11.955272
1.549000,19.913560,11.955397
1.550000,19.926416,11.955512
1.551000,19.939272,11.955618
1.552000,19.952127,11.955714
1.553000,19.964983,11.955800
1.554000,19.977839,11.955876
1.555000,19.990695,11.955942
1.556000,20.003550,11.955999
1.557000,20.016406,11.956046
1.558000,20.029262,11.956082
1.559000,20.042118,11.956110
1.560000,20.054973,11.956127
1.561000,20.067829,11.956134
1.562000,20.080685,11.956132
1.563000,20.093541,11.956120
1.564000,20.106396,11.956098
1.565000,20.119252,11.956066
1.566000,20.132108,11.956025
1.567000,20.144964,11.955973
1.568000,20.157819,11.955912
1.569000,20.170675,11.955841
1.570000,20.183531,11.955760
1.571000,20.196387,11.955670
1.572000,20.209242,11.955569
1.573000,20.222098,11.955459
1.574000,20.234954,11.955339
1.575000,20.247810,11.955209
1.576000,20.260665,11.955069
1.577000,20.273521,11.954920
1.578000,20.286377,11.954761
1.579000,20.299233,11.954591
1.580000,20.312088,11.954413
1.581000,20.324944,11.954224
1.582000,20.337800,11.954025
1.583000,20.350656,11.953817
1.584000,20.363511,11.953599
1.585000,20.376367,11.953371
1.586000,20.389223,11.953133
1.587000,20.402079,11.952885
1.588000,20.414934,11.952628
1.589000,20.427790,11.952361
1.590000,20.440646,11.952084
1.591000,20.453502,11.951797
1.592000,20.466357,11.951500
1.593000,20.479213,11.951194
1.594000,20.492069,11.950878
1.595000,20.504925,11.950552
1.596000,20.517781,11.950216
1.597000,20.530636,11.949870
1.598000,20.543492,11.949515
1.599000,20.556348,11.949149
1.600000,20.569204,11.948774
1.601000,20.582059,11.948389
1.602000,20.594915,11.947995
1.603000,20.607771,11.947590
1.604000,20.620627,11.947176
1.605000,20.633482,11.946751
1.606000,20.646338,11.946318
1.607000,20.659194,11.945874
1.608000,20.672050,11.945420
1.609000,20.684905,11.944957
1.610000,20.697761,11.944484
1.611000,20.710617,11.944000
1.612000,20.723473,11.943508
1.613000,20.736328,11.943005
1.614000,20.749184,11.942493
1.615000,20.762040,11.941970
1.616000,20.774896,11.941438
1.617000,20.787751,11.940896
1.618000,20.800607,11.940345
1.619000,20.813463,11.939783
1.620000,20.826319,11.939212
1.621000,20.839174,11.938631
1.622000,20.852030,11.938040
1.623000,20.864886,11.937439
1.624000,20.877742,11.936829
1.625000,20.890597,11.936208
1.626000,20.903453,11.935578
1.627000,20.916309,11.934938
1.628000,20.929165,11.934288
1.629000,20.942020,11.933629
1.630000,20.954876,11.932959
1.631000,20.967732,11.932280
1.632000,20.980588,11.931591
1.633000,20.993443,11.930892
1.634000,21.006299,11.930183
1.635000,21.019155,11.929465
1.636000,21.032011,11.928737
1.637000,21.044866,11.927999
1.638000,21.057722,11.927251
1.639000,21.070578,11.926493
1.640000,21.083434,11.925726
1.641000,21.096289,11.924948
1.642000,21.109145,11.924161
1.643000,21.122001,11.923364
1.644000,21.134857,11.922557
1.645000,21.147712,11.921741
1.646000,21.160568,11.920914
1.647000,21.173424,11.920078
1.648000,21.186280,11.919232
1.649000,21.199135,11.918376
1.650000,21.211991,11.917511
1.651000,21.224847,11.916635
1.652000,21.237703,11.915750
1.653000,21.250558,11.914855
1.654000,21.263414,11.913950
1.655000,21.276270,11.913036
1.656000,21.289126,11.912111
1.657000,21.301981,11.911177
1.658000,21.314837,11.910233
1.659000,21.327693,11.909279
1.660000,21.340549,11.908315
1.661000,21.353404,11.907342
1.662000,21.366260,11.906358
1.663000,21.379116,11.905365
1.664000,21.391972,11.904362
1.665000,21.404827,11.903350
1.666000,21.417683,11.902327
1.667000,21.430539,11.901295
1.668000,21.443395,11.900252
1.669000,21.456250,11.899200
1.670000,21.469106,11.898139
1.671000,21.481962,11.897067
1.672000,21.494818,11.895985
1.673000,21.507673,11.894894
1.674000,21.520529,11.893793
1.675000,21.533385,11.892682
1.676000,21.546241,11.891562
1.677000,21.559096,11.890431
1.678000,21.571952,11.889291
1.679000,21.584808,11.888141
1.680000,21.597664,11.886981
1.681000,21.610519,11.885811
1.682000,21.623375,11.884632
1.683000,21.636231,11.883442
1.684000,21.649087,11.882243
1.685000,21.661942,11.881034
1.686000,21.674798,11.879815
1.687000,21.687654,11.878587
1.688000,21.700510,11.877348
1.689000,21.713365,11.876100
1.690000,21.726221,11.874842
1.691000,21.739077,11.873574
1.692000,21.751933,11.872297
1.693000,21.764788,11.871009
1.694000,21.777644,11.869712
1.695000,21.790500,11.868405
1.696000,21.803356,11.867088
1.697000,21.816211,11.865761
1.698000,21.829067,11.864425
1.699000,21.841923,11.863079
1.700000,21.854779,11.861723
1.701000,21.867634,11.860357
1.702000,21.880490,11.858981
1.703000,21.893346,11.857595
1.704000,21.906202,11.856200
1.705000,21.919057,11.854795
1.706000,21.931913,11.853380
1.707000,21.944769,11.851955
1.708000,21.957625,11.850521
1.709000,21.970480,11.849076
1.710000,21.983336,11.847622
1.711000,21.996192,11.846158
1.712000,22.009048,11.844684
1.713000,22.021904,11.843200
1.714000,22.034759,11.841707
1.715000,22.047615,11.840204
1.716000,22.060471,11.838691
1.717000,22.073327,11.837168
1.718000,22.086182,11.835635
1.719000,22.099038,11.834093
1.720000,22.111894,11.832540
1.721000,22.124750,11.830978
1.722000,22.137605,11.829406
1.723000,22.150461,11.827824
1.724000,22.163317,11.826233
1.725000,22.176173,11.824632
1.726000,22.189028,11.823020
1.727000,22.201884,11.821399
1.728000,22.214740,11.819769
1.729000,22.227596,11.818128
1.730000,22.240451,11.816478
1.731000,22.253307,11.814817
1.732000,22.266163,11.813147
1.733000,22.279019,11.811467
1.734000,22.291874,11.809778
1.735000,22.304730,11.808078
1.736000,22.317586,11.806369
1.737000,22.330442,11.804650
1.738000,22.343297,11.802921
1.739000,22.356153,11.801182
1.740000,22.369009,11.799434
1.741000,22.381865,11.797676
1.742000,22.394720,11.795907
1.743000,22.407576,11.794130
1.744000,22.420432,11.792342
1.745000,22.433288,11.790544
1.746000,22.446143,11.788737
1.747000,22.458999,11.786920
1.748000,22.471855,11.785093
1.749000,22.484711,11.783256
1.750000,22.497566,11.781409
1.751000,22.510422,11.779553
1.752000,22.523278,11.777687
1.753000,22.536134,11.775811
1.754000,22.548989,11.773925
1.755000,22.561845,11.772029
1.756000,22.574701,11.770124
1.757000,22.587557,11.768208
1.758000,22.600412,11.766283
1.759000,22.613268,11.764348
1.760000,22.626124,11.762404
1.761000,22.638980,11.760449
1.762000,22.651835,11.758485
1.763000,22.664691,11.756511
1.764000,22.677547,11.754527
1.765000,22.690403,11.752533
1.766000,22.703258,11.750529
1.767000,22.716114,11.748516
1.768000,22.728970,11.746493
1.769000,22.741826,11.744460
1.770000,22.754681,11.742417
1.771000,22.767537,11.740364
1.772000,22.780393,11.738302
1.773000,22.793249,11.736230
1.774000,22.806104,11.734148
1.775000,22.818960,11.732056
1.776000,22.831816,11.729954
1.777000,22.844672,11.727843
1.778000,22.857527,11.725721
1.779000,22.870383,11.723590
1.780000,22.883239,11.721449
1.781000,22.896095,11.719299
1.782000,22.908950,11.717138
1.783000,22.921806,11.714968
1.784000,22.934662,11.712788
1.785000,22.947518,11.710598
1.786000,22.960373,11.708398
1.787000,22.973229,11.706188
1.788000,22.986085,11.703969
1.789000,22.998941,11.701740
1.790000,23.011796,11.699501
1.791000,23.024652,11.697252
1.792000,23.037508,11.694993
1.793000,23.050364,11.692725
1.794000,23.063219,11.690446
1.795000,23.076075,11.688158
1.796000,23.088931,11.685861
1.797000,23.101787,11.683553
1.798000,23.114642,11.681235
1.799000,23.127498,11.678908
1.800000,23.140354,11.676571
1.801000,23.153210,11.674224
1.802000,23.166065,11.671867
1.803000,23.178921,11.669501
1.804000,23.191777,11.667124
1.805000,23.204633,11.664738
1.806000,23.217488,11.662342
1.807000,23.230344,11.659936
1.808000,23.243200,11.657521
1.809000,23.256056,11.655096
1.810000,23.268911,11.652660
1.811000,23.281767,11.650215
1.812000,23.294623,11.647760
1.813000,23.307479,11.645296
1.814000,23.320334,11.642821
1.815000,23.333190,11.640337
1.816000,23.346046,11.637843
1.817000,23.358902,11.635339
1.818000,23.371757,11.632825
1.819000,23.384613,11.630302
1.820000,23.397469,11.627769
1.821000,23.410325,11.625226
1.822000,23.423180,11.622673
1.823000,23.436036,11.620110
1.824000,23.448892,11.617537
1.825000,23.461748,11.614955
1.826000,23.474604,11.612363
1.827000,23.487459,11.609761
1.828000,23.500315,11.607149
1.829000,23.513171,11.604527
1.830000,23.526027,11.601896
1.831000,23.538882,11.599255
1.832000,23.551738,11.596604
1.833000,23.564594,11.593943
1.834000,23.577450,11.591272
1.835000,23.590305,11.588592
1.836000,23.603161,11.585901
1.837000,23.616017,11.583201
1.838000,23.628873,11.580492
1.839000,23.641728,11.577772
1.840000,23.654584,11.575042
1.841000,23.667440,11.572303
1.842000,23.680296,11.569554
1.843000,23.693151,11.566795
1.844000,23.706007,11.564026
1.845000,23.718863,11.561248
1.846000,23.731719,11.558459
1.847000,23.744574,11.555661
1.848000,23.757430,11.552853
1.849000,23.770286,11.550035
1.850000,23.783142,11.547208
1.851000,23.795997,11.544370
1.852000,23.808853,11.541523
1.853000,23.821709,11.538666
1.854000,23.834565,11.535799
1.855000,23.847420,11.532922
1.856000,23.860276,11.530036
1.857000,23.873132,11.527140
1.858000,23.885988,11.524234
1.859000,23.898843,11.521318
1.860000,23.911699,11.518392
1.861000,23.924555,11.515456
