T,X,Y
1.862000,23.937411,11.512511
1.863000,23.950266,11.509556
1.864000,23.963122,11.506591
1.865000,23.975978,11.503616
1.866000,23.988834,11.500632
1.867000,24.001689,11.497637
1.868000,24.014545,11.494633
1.869000,24.027401,11.491619
1.870000,24.040257,11.488595
1.871000,24.053112,11.485562
1.872000,24.065968,11.482518
1.873000,24.078824,11.479465
1.874000,24.091680,11.476402
1.875000,24.104535,11.473329
1.876000,24.117391,11.470246
1.877000,24.130247,11.467154
1.878000,24.143103,11.464052
1.879000,24.155958,11.460940
1.880000,24.168814,11.457818
1.881000,24.181670,11.454686
1.882000,24.194526,11.451544
1.883000,24.207381,11.448393
1.884000,24.220237,11.445232
1.885000,24.233093,11.442061
1.886000,24.245949,11.438880
1.887000,24.258804,11.435690
1.888000,24.271660,11.432489
1.889000,24.284516,11.429279
1.890000,24.297372,11.426059
1.891000,24.310227,11.422829
1.892000,24.323083,11.419590
1.893000,24.335939,11.416340
1.894000,24.348795,11.413081
1.895000,24.361650,11.409812
1.896000,24.374506,11.406533
1.897000,24.387362,11.403244
1.898000,24.400218,11.399946
1.899000,24.413073,11.396637
1.900000,24.425929,11.393319
1.901000,24.438785,11.389991
1.902000,24.451641,11.386654
1.903000,24.464496,11.383306
1.904000,24.477352,11.379949
1.905000,24.490208,11.376582
1.906000,24.503064,11.373205
1.907000,24.515919,11.369818
1.908000,24.528775,11.366421
1.909000,24.541631,11.363015
1.910000,24.554487,11.359599
1.911000,24.567342,11.356173
1.912000,24.580198,11.352737
1.913000,24.593054,11.349291
1.914000,24.605910,11.345836
1.915000,24.618765,11.342370
1.916000,24.631621,11.338895
1.917000,24.644477,11.335411
1.918000,24.657333,11.331916
1.919000,24.670188,11.328411
1.920000,24.683044,11.324897
1.921000,24.695900,11.321373
1.922000,24.708756,11.317839
1.923000,24.721611,11.314295
1.924000,24.734467,11.310742
1.925000,24.747323,11.307178
1.926000,24.760179,11.303605
1.927000,24.773034,11.300022
1.928000,24.785890,11.296429
1.929000,24.798746,11.292827
1.930000,24.811602,11.289214
1.931000,24.824457,11.285592
1.932000,24.837313,11.281960
1.933000,24.850169,11.278318
1.934000,24.863025,11.274667
1.935000,24.875880,11.271005
1.936000,24.888736,11.267334
1.937000,24.901592,11.263653
1.938000,24.914448,11.259962
1.939000,24.927304,11.256261
1.940000,24.940159,11.252551
1.941000,24.953015,11.248830
1.942000,24.965871,11.245100
1.943000,24.978727,11.241360
1.944000,24.991582,11.237611
1.945000,25.004438,11.233851
1.946000,25.017294,11.230082
1.947000,25.030150,11.226302
1.948000,25.043005,11.222513
1.949000,25.055861,11.218715
1.950000,25.068717,11.214906
1.951000,25.081573,11.211088
1.952000,25.094428,11.207259
1.953000,25.107284,11.203421
1.954000,25.120140,11.199573
1.955000,25.132996,11.195716
1.956000,25.145851,11.191848
1.957000,25.158707,11.187971
1.958000,25.171563,11.184084
1.959000,25.184419,11.180187
1.960000,25.197274,11.176280
1.961000,25.210130,11.172364
1.962000,25.222986,11.168438
1.963000,25.235842,11.164501
1.964000,25.248697,11.160555
1.965000,25.261553,11.156600
1.966000,25.274409,11.152634
1.967000,25.287265,11.148659
1.968000,25.300120,11.144674
1.969000,25.312976,11.140679
1.970000,25.325832,11.136674
1.971000,25.338688,11.132659
1.972000,25.351543,11.128635
1.973000,25.364399,11.124600
1.974000,25.377255,11.120556
1.975000,25.390111,11.116503
1.976000,25.402966,11.112439
1.977000,25.415822,11.108365
1.978000,25.428678,11.104282
1.979000,25.441534,11.100189
1.980000,25.454389,11.096086
1.981000,25.467245,11.091973
1.982000,25.480101,11.087851
1.983000,25.492957,11.083718
1.984000,25.505812,11.079576
1.985000,25.518668,11.075424
1.986000,25.531524,11.071263
1.987000,25.544380,11.067091
1.988000,25.557235,11.062910
1.989000,25.570091,11.058718
1.990000,25.582947,11.054517
1.991000,25.595803,11.050307
1.992000,25.608658,11.046086
1.993000,25.621514,11.041855
1.994000,25.634370,11.037615
1.995000,25.647226,11.033365
1.996000,25.660081,11.029105
1.997000,25.672937,11.024836
1.998000,25.685793,11.020556
1.999000,25.698649,11.016267
2.000000,25.711504,11.011968
2.001000,25.724360,11.007659
2.002000,25.737216,11.003340
2.003000,25.750072,10.999012
2.004000,25.762927,10.994673
2.005000,25.775783,10.990325
2.006000,25.788639,10.985967
2.007000,25.801495,10.981599
2.008000,25.814350,10.977222
2.009000,25.827206,10.972834
2.010000,25.840062,10.968437
2.011000,25.852918,10.964030
2.012000,25.865773,10.959613
2.013000,25.878629,10.955187
2.014000,25.891485,10.950750
2.015000,25.904341,10.946304
2.016000,25.917196,10.941848
2.017000,25.930052,10.937382
2.018000,25.942908,10.932906
2.019000,25.955764,10.928421
2.020000,25.968619,10.923925
2.021000,25.981475,10.919420
2.022000,25.994331,10.914905
2.023000,26.007187,10.910381
2.024000,26.020042,10.905846
2.025000,26.032898,10.901302
2.026000,26.045754,10.896748
2.027000,26.058610,10.892184
2.028000,26.071465,10.887610
2.029000,26.084321,10.883026
2.030000,26.097177,10.878433
2.031000,26.110033,10.873830
2.032000,26.122888,10.869216
2.033000,26.135744,10.864594
2.034000,26.148600,10.859961
2.035000,26.161456,10.855319
2.036000,26.174311,10.850666
2.037000,26.187167,10.846004
2.038000,26.200023,10.841332
2.039000,26.212879,10.836651
2.040000,26.225734,10.831959
2.041000,26.238590,10.827258
2.042000,26.251446,10.822547
2.043000,26.264302,10.817826
2.044000,26.277157,10.813095
2.045000,26.290013,10.808354
2.046000,26.302869,10.803604
2.047000,26.315725,10.798844
2.048000,26.328580,10.794074
2.049000,26.341436,10.789294
2.050000,26.354292,10.784504
2.051000,26.367148,10.779705
2.052000,26.380004,10.774896
2.053000,26.392859,10.770077
2.054000,26.405715,10.765248
2.055000,26.418571,10.760409
2.056000,26.431427,10.755561
2.057000,26.444282,10.750702
2.058000,26.457138,10.745834
2.059000,26.469994,10.740956
2.060000,26.482850,10.736069
2.061000,26.495705,10.731171
2.062000,26.508561,10.726264
2.063000,26.521417,10.721347
2.064000,26.534273,10.716420
2.065000,26.547128,10.711483
2.066000,26.559984,10.706536
2.067000,26.572840,10.701580
2.068000,26.585696,10.696614
2.069000,26.598551,10.691638
2.070000,26.611407,10.686652
2.071000,26.624263,10.681656
2.072000,26.637119,10.676651
2.073000,26.649974,10.671636
2.074000,26.662830,10.666611
2.075000,26.675686,10.661576
2.076000,26.688542,10.656531
2.077000,26.701397,10.651477
2.078000,26.714253,10.646412
2.079000,26.727109,10.641338
2.080000,26.739965,10.636254
2.081000,26.752820,10.631161
2.082000,26.765676,10.626057
2.083000,26.778532,10.620944
2.084000,26.791388,10.615821
2.085000,26.804243,10.610688
2.086000,26.817099,10.605545
2.087000,26.829955,10.600392
2.088000,26.842811,10.595230
2.089000,26.855666,10.590058
2.090000,26.868522,10.584876
2.091000,26.881378,10.579684
2.092000,26.894234,10.574482
2.093000,26.907089,10.569271
2.094000,26.919945,10.564050
2.095000,26.932801,10.558819
2.096000,26.945657,10.553578
2.097000,26.958512,10.548327
2.098000,26.971368,10.543067
2.099000,26.984224,10.537796
2.100000,26.997080,10.532516
2.101000,27.009935,10.527226
2.102000,27.022791,10.521926
2.103000,27.035647,10.516617
2.104000,27.048503,10.511298
2.105000,27.061358,10.505968
2.106000,27.074214,10.500629
2.107000,27.087070,10.495281
2.108000,27.099926,10.489922
2.109000,27.112781,10.484554
2.110000,27.125637,10.479175
2.111000,27.138493,10.473787
2.112000,27.151349,10.468390
2.113000,27.164204,10.462982
2.114000,27.177060,10.457565
2.115000,27.189916,10.452137
2.116000,27.202772,10.446700
2.117000,27.215627,10.441253
2.118000,27.228483,10.435797
2.119000,27.241339,10.430330
2.120000,27.254195,10.424854
2.121000,27.267050,10.419368
2.122000,27.279906,10.413872
2.123000,27.292762,10.408366
2.124000,27.305618,10.402850
2.125000,27.318473,10.397325
2.126000,27.331329,10.391790
2.127000,27.344185,10.386245
2.128000,27.357041,10.380690
2.129000,27.369896,10.375126
2.130000,27.382752,10.369551
2.131000,27.395608,10.363967
2.132000,27.408464,10.358373
2.133000,27.421319,10.352769
2.134000,27.434175,10.347155
2.135000,27.447031,10.341532
2.136000,27.459887,10.335899
2.137000,27.472742,10.330256
2.138000,27.485598,10.324603
2.139000,27.498454,10.318940
2.140000,27.511310,10.313267
2.141000,27.524165,10.307585
2.142000,27.537021,10.301893
2.143000,27.549877,10.296191
2.144000,27.562733,10.290479
2.145000,27.575588,10.284758
2.146000,27.588444,10.279026
2.147000,27.601300,10.273285
2.148000,27.614156,10.267534
2.149000,27.627011,10.261773
2.150000,27.639867,10.256003
2.151000,27.652723,10.250222
2.152000,27.665579,10.244432
2.153000,27.678434,10.238632
2.154000,27.691290,10.232822
2.155000,27.704146,10.227003
2.156000,27.717002,10.221173
2.157000,27.729857,10.215334
2.158000,27.742713,10.209485
2.159000,27.755569,10.203626
2.160000,27.768425,10.197757
2.161000,27.781280,10.191879
2.162000,27.794136,10.185990
2.163000,27.806992,10.180092
2.164000,27.819848,10.174184
2.165000,27.832703,10.168266
2.166000,27.845559,10.162339
2.167000,27.858415,10.156401
2.168000,27.871271,10.150454
2.169000,27.884127,10.144497
2.170000,27.896982,10.138530
2.171000,27.909838,10.132554
2.172000,27.922694,10.126567
2.173000,27.935550,10.120571
2.174000,27.948405,10.114565
2.175000,27.961261,10.108549
2.176000,27.974117,10.102524
2.177000,27.986973,10.096488
2.178000,27.999828,10.090443
2.179000,28.012684,10.084388
2.180000,28.025540,10.078323
2.181000,28.038396,10.072248
2.182000,28.051251,10.066164
2.183000,28.064107,10.060069
2.184000,28.076963,10.053965
2.185000,28.089819,10.047851
2.186000,28.102674,10.041727
2.187000,28.115530,10.035594
2.188000,28.128386,10.029450
2.189000,28.141242,10.023297
2.190000,28.154097,10.017134
2.191000,28.166953,10.010961
2.192000,28.179809,10.004779
2.193000,28.192665,9.998586
2.194000,28.205520,9.992384
2.195000,28.218376,9.986172
2.196000,28.231232,9.979950
2.197000,28.244088,9.973718
2.198000,28.256943,9.967477
2.199000,28.269799,9.961226
2.200000,28.282655,9.954964
2.201000,28.295511,9.948694
2.202000,28.308366,9.942413
2.203000,28.321222,9.936122
2.204000,28.334078,9.929822
2.205000,28.346934,9.923512
2.206000,28.359789,9.917192
2.207000,28.372645,9.910862
2.208000,28.385501,9.904522
2.209000,28.398357,9.898173
2.210000,28.411212,9.891814
2.211000,28.424068,9.885445
2.212000,28.436924,9.879066
2.213000,28.449780,9.872677
2.214000,28.462635,9.866279
2.215000,28.475491,9.859871
2.216000,28.488347,9.853453
2.217000,28.501203,9.847025
2.218000,28.514058,9.840587
2.219000,28.526914,9.834139
2.220000,28.539770,9.827682
2.221000,28.552626,9.821215
2.222000,28.565481,9.814738
2.223000,28.578337,9.808251
2.224000,28.591193,9.801755
2.225000,28.604049,9.795248
2.226000,28.616904,9.788732
2.227000,28.629760,9.782206
2.228000,28.642616,9.775671
2.229000,28.655472,9.769125
2.230000,28.668327,9.762570
2.231000,28.681183,9.756004
2.232000,28.694039,9.749429
2.233000,28.706895,9.742844
2.234000,28.719750,9.736250
2.235000,28.732606,9.729645
2.236000,28.745462,9.723031
2.237000,28.758318,9.716407
2.238000,28.771173,9.709773
2.239000,28.784029,9.703129
2.240000,28.796885,9.696476
2.241000,28.809741,9.689813
2.242000,28.822596,9.683139
2.243000,28.835452,9.676456
2.244000,28.848308,9.669764
2.245000,28.861164,9.663061
2.246000,28.874019,9.656349
2.247000,28.886875,9.649627
2.248000,28.899731,9.642895
2.249000,28.912587,9.636153
2.250000,28.925442,9.629401
2.251000,28.938298,9.622640
2.252000,28.951154,9.615869
2.253000,28.964010,9.609087
2.254000,28.976865,9.602297
2.255000,28.989721,9.595496
2.256000,29.002577,9.588686
2.257000,29.015433,9.581865
2.258000,29.028288,9.575035
2.259000,29.041144,9.568195
2.260000,29.054000,9.561346
2.261000,29.066856,9.554486
2.262000,29.079711,9.547617
2.263000,29.092567,9.540738
2.264000,29.105423,9.533849
2.265000,29.118279,9.526950
2.266000,29.131134,9.520041
2.267000,29.143990,9.513123
2.268000,29.156846,9.506195
2.269000,29.169702,9.499257
2.270000,29.182557,9.492309
2.271000,29.195413,9.485351
2.272000,29.208269,9.478384
2.273000,29.221125,9.471407
2.274000,29.233980,9.464420
2.275000,29.246836,9.457423
2.276000,29.259692,9.450416
2.277000,29.272548,9.443400
2.278000,29.285403,9.436373
2.279000,29.298259,9.429337
2.280000,29.311115,9.422291
2.281000,29.323971,9.415235
2.282000,29.336827,9.408170
2.283000,29.349682,9.401095
2.284000,29.362538,9.394009
2.285000,29.375394,9.386915
2.286000,29.388250,9.379810
2.287000,29.401105,9.372695
2.288000,29.413961,9.365571
2.289000,29.426817,9.358437
2.290000,29.439673,9.351293
2.291000,29.452528,9.344139
2.292000,29.465384,9.336975
2.293000,29.478240,9.329802
2.294000,29.491096,9.322618
2.295000,29.503951,9.315425
2.296000,29.516807,9.308222
2.297000,29.529663,9.301010
2.298000,29.542519,9.293787
2.299000,29.555374,9.286555
2.300000,29.568230,9.279313
2.301000,29.581086,9.272061
2.302000,29.593942,9.264799
2.303000,29.606797,9.257528
2.304000,29.619653,9.250246
2.305000,29.632509,9.242955
2.306000,29.645365,9.235654
2.307000,29.658220,9.228343
2.308000,29.671076,9.221023
2.309000,29.683932,9.213692
2.310000,29.696788,9.206352
2.311000,29.709643,9.199002
2.312000,29.722499,9.191642
2.313000,29.735355,9.184273
2.314000,29.748211,9.176893
2.315000,29.761066,9.169504
2.316000,29.773922,9.162105
2.317000,29.786778,9.154696
2.318000,29.799634,9.147277
2.319000,29.812489,9.139849
2.320000,29.825345,9.132411
2.321000,29.838201,9.124962
2.322000,29.851057,9.117505
2.323000,29.863912,9.110037
2.324000,29.876768,9.102559
2.325000,29.889624,9.095072
2.326000,29.902480,9.087575
2.327000,29.915335,9.080068
2.328000,29.928191,9.072551
2.329000,29.941047,9.065024
2.330000,29.953903,9.057488
2.331000,29.966758,9.049942
2.332000,29.979614,9.042386
2.333000,29.992470,9.034820
2.334000,30.005326,9.027244
2.335000,30.018181,9.019659
2.336000,30.031037,9.012063
2.337000,30.043893,9.004458
2.338000,30.056749,8.996843
2.339000,30.069604,8.989219
2.340000,30.082460,8.981584
2.341000,30.095316,8.973940
2.342000,30.108172,8.966286
2.343000,30.121027,8.958622
2.344000,30.133883,8.950948
2.345000,30.146739,8.943265
2.346000,30.159595,8.935571
2.347000,30.172450,8.927868
2.348000,30.185306,8.920155
2.349000,30.198162,8.912432
2.350000,30.211018,8.904700
2.351000,30.223873,8.896957
2.352000,30.236729,8.889205
2.353000,30.249585,8.881443
2.354000,30.262441,8.873671
2.355000,30.275296,8.865889
2.356000,30.288152,8.858098
2.357000,30.301008,8.850297
2.358000,30.313864,8.842486
2.359000,30.326719,8.834665
2.360000,30.339575,8.826834
2.361000,30.352431,8.818993
2.362000,30.365287,8.811143
2.363000,30.378142,8.803283
2.364000,30.390998,8.795413
2.365000,30.403854,8.787533
2.366000,30.416710,8.779644
2.367000,30.429565,8.771744
2.368000,30.442421,8.763835
2.369000,30.455277,8.755916
2.370000,30.468133,8.747987
2.371000,30.480988,8.740049
2.372000,30.493844,8.732100
2.373000,30.506700,8.724142
2.374000,30.519556,8.716174
2.375000,30.532411,8.708196
2.376000,30.545267,8.700208
2.377000,30.558123,8.692211
2.378000,30.570979,8.684204
2.379000,30.583834,8.676187
2.380000,30.596690,8.668160
2.381000,30.609546,8.660123
2.382000,30.622402,8.652076
2.383000,30.635257,8.644020
2.384000,30.648113,8.635954
2.385000,30.660969,8.627878
2.386000,30.673825,8.619792
2.387000,30.686680,8.611697
2.388000,30.699536,8.603591
2.389000,30.712392,8.595476
2.390000,30.725248,8.587351
2.391000,30.738103,8.579216
2.392000,30.750959,8.571071
2.393000,30.763815,8.562917
2.394000,30.776671,8.554753
2.395000,30.789527,8.546579
2.396000,30.802382,8.538395
2.397000,30.815238,8.530201
2.398000,30.828094,8.521998
2.399000,30.840950,8.513784
2.400000,30.853805,8.505561
2.401000,30.866661,8.497328
2.402000,30.879517,8.489086
2.403000,30.892373,8.480833
2.404000,30.905228,8.472571
2.405000,30.918084,8.464299
2.406000,30.930940,8.456017
2.407000,30.943796,8.447725
2.408000,30.956651,8.439423
2.409000,30.969507,8.431112
2.410000,30.982363,8.422791
2.411000,30.995219,8.414460
2.412000,31.008074,8.406119
2.413000,31.020930,8.397768
2.414000,31.033786,8.389408
2.415000,31.046642,8.381037
2.416000,31.059497,8.372657
2.417000,31.072353,8.364267
2.418000,31.085209,8.355868
2.419000,31.098065,8.347458
2.420000,31.110920,8.339039
2.421000,31.123776,8.330610
2.422000,31.136632,8.322171
2.423000,31.149488,8.313722
2.424000,31.162343,8.305264
2.425000,31.175199,8.296795
2.426000,31.188055,8.288317
2.427000,31.200911,8.279829
2.428000,31.213766,8.271331
2.429000,31.226622,8.262824
2.430000,31.239478,8.254306
2.431000,31.252334,8.245779
2.432000,31.265189,8.237242
2.433000,31.278045,8.228695
2.434000,31.290901,8.220139
2.435000,31.303757,8.211572
2.436000,31.316612,8.202996
2.437000,31.329468,8.194410
2.438000,31.342324,8.185814
2.439000,31.355180,8.177208
2.440000,31.368035,8.168593
2.441000,31.380891,8.159967
2.442000,31.393747,8.151332
2.443000,31.406603,8.142687
2.444000,31.419458,8.134032
2.445000,31.432314,8.125368
2.446000,31.445170,8.116694
2.447000,31.458026,8.108009
2.448000,31.470881,8.099315
2.449000,31.483737,8.090612
2.450000,31.496593,8.081898
2.451000,31.509449,8.073175
2.452000,31.522304,8.064441
2.453000,31.535160,8.055698
2.454000,31.548016,8.046945
2.455000,31.560872,8.038183
2.456000,31.573727,8.029410
2.457000,31.586583,8.020628
2.458000,31.599439,8.011836
2.459000,31.612295,8.003034
2.460000,31.625150,7.994222
2.461000,31.638006,7.985401
2.462000,31.650862,7.976569
2.463000,31.663718,7.967728
2.464000,31.676573,7.958877
2.465000,31.689429,7.950017
2.466000,31.702285,7.941146
2.467000,31.715141,7.932266
2.468000,31.727996,7.923375
2.469000,31.740852,7.914475
2.470000,31.753708,7.905566
2.471000,31.766564,7.896646
2.472000,31.779419,7.887717
2.473000,31.792275,7.878777
2.474000,31.805131,7.869828
2.475000,31.817987,7.860869
2.476000,31.830842,7.851901
2.477000,31.843698,7.842922
2.478000,31.856554,7.833934
2.479000,31.869410,7.824936
2.480000,31.882265,7.815928
2.481000,31.895121,7.806910
2.482000,31.907977,7.797883
2.483000,31.920833,7.788845
2.484000,31.933688,7.779798
2.485000,31.946544,7.770741
2.486000,31.959400,7.761675
2.487000,31.972256,7.752598
2.488000,31.985111,7.743512
2.489000,31.997967,7.734415
2.490000,32.010823,7.725309
2.491000,32.023679,7.716193
2.492000,32.036534,7.707068
2.493000,32.049390,7.697932
2.494000,32.062246,7.688787
2.495000,32.075102,7.679632
2.496000,32.087957,7.670467
2.497000,32.100813,7.661293
2.498000,32.113669,7.652108
2.499000,32.126525,7.642914
2.500000,32.139380,7.633710
2.501000,32.152236,7.624496
2.502000,32.165092,7.615272
2.503000,32.177948,7.606038
2.504000,32.190803,7.596795
2.505000,32.203659,7.587542
2.506000,32.216515,7.578279
2.507000,32.229371,7.569006
2.508000,32.242227,7.559724
2.509000,32.255082,7.550431
2.510000,32.267938,7.541129
2.511000,32.280794,7.531817
2.512000,32.293650,7.522495
2.513000,32.306505,7.513164
2.514000,32.319361,7.503822
2.515000,32.332217,7.494471
2.516000,32.345073,7.485110
2.517000,32.357928,7.475739
2.518000,32.370784,7.466358
2.519000,32.383640,7.456968
2.520000,32.396496,7.447567
2.521000,32.409351,7.438157
2.522000,32.422207,7.428737
2.523000,32.435063,7.419308
2.524000,32.447919,7.409868
2.525000,32.460774,7.400419
2.526000,32.473630,7.390959
2.527000,32.486486,7.381490
2.528000,32.499342,7.372012
2.529000,32.512197,7.362523
2.530000,32.525053,7.353025
2.531000,32.537909,7.343516
2.532000,32.550765,7.333998
2.533000,32.563620,7.324471
2.534000,32.576476,7.314933
2.535000,32.589332,7.305385
2.536000,32.602188,7.295828
2.537000,32.615043,7.286261
2.538000,32.627899,7.276684
2.539000,32.640755,7.267098
2.540000,32.653611,7.257501
2.541000,32.666466,7.247895
2.542000,32.679322,7.238279
2.543000,32.692178,7.228653
2.544000,32.705034,7.219017
2.545000,32.717889,7.209371
2.546000,32.730745,7.199716
2.547000,32.743601,7.190051
2.548000,32.756457,7.180376
2.549000,32.769312,7.170691
2.550000,32.782168,7.160996
2.551000,32.795024,7.151292
2.552000,32.807880,7.141578
2.553000,32.820735,7.131854
2.554000,32.833591,7.122120
2.555000,32.846447,7.112376
2.556000,32.859303,7.102623
2.557000,32.872158,7.092859
2.558000,32.885014,7.083086
2.559000,32.897870,7.073303
2.560000,32.910726,7.063511
2.561000,32.923581,7.053708
2.562000,32.936437,7.043896
2.563000,32.949293,7.034074
2.564000,32.962149,7.024242
2.565000,32.975004,7.014400
2.566000,32.987860,7.004548
2.567000,33.000716,6.994687
2.568000,33.013572,6.984816
2.569000,33.026427,6.974935
2.570000,33.039283,6.965044
2.571000,33.052139,6.955143
2.572000,33.064995,6.945233
2.573000,33.077850,6.935313
2.574000,33.090706,6.925383
2.575000,33.103562,6.915443
2.576000,33.116418,6.905493
2.577000,33.129273,6.895534
2.578000,33.142129,6.885564
2.579000,33.154985,6.875585
2.580000,33.167841,6.865596
2.581000,33.180696,6.855598
2.582000,33.193552,6.845589
2.583000,33.206408,6.835571
2.584000,33.219264,6.825543
2.585000,33.232119,6.815505
2.586000,33.244975,6.805457
2.587000,33.257831,6.795399
2.588000,33.270687,6.785332
2.589000,33.283542,6.775255
2.590000,33.296398,6.765168
2.591000,33.309254,6.755071
2.592000,33.322110,6.744964
2.593000,33.334965,6.734848
2.594000,33.347821,6.724722
2.595000,33.360677,6.714585
2.596000,33.373533,6.704440
2.597000,33.386388,6.694284
2.598000,33.399244,6.684118
2.599000,33.412100,6.673943
2.600000,33.424956,6.663758
2.601000,33.437811,6.653563
2.602000,33.450667,6.643358
2.603000,33.463523,6.633144
2.604000,33.476379,6.622919
2.605000,33.489234,6.612685
2.606000,33.502090,6.602441
2.607000,33.514946,6.592188
2.608000,33.527802,6.581924
2.609000,33.540657,6.571651
2.610000,33.553513,6.561367
2.611000,33.566369,6.551074
2.612000,33.579225,6.540772
2.613000,33.592080,6.530459
2.614000,33.604936,6.520136
2.615000,33.617792,6.509804
2.616000,33.630648,6.499462
2.617000,33.643503,6.489110
2.618000,33.656359,6.478749
2.619000,33.669215,6.468377
2.620000,33.682071,6.457996
2.621000,33.694926,6.447605
2.622000,33.707782,6.437204
2.623000,33.720638,6.426793
2.624000,33.733494,6.416372
2.625000,33.746350,6.405942
2.626000,33.759205,6.395502
2.627000,33.772061,6.385052
2.628000,33.784917,6.374592
2.629000,33.797773,6.364122
2.630000,33.810628,6.353643
2.631000,33.823484,6.343154
2.632000,33.836340,6.332655
2.633000,33.849196,6.322146
2.634000,33.862051,6.311627
2.635000,33.874907,6.301099
2.636000,33.887763,6.290561
2.637000,33.900619,6.280013
2.638000,33.913474,6.269455
2.639000,33.926330,6.258887
2.640000,33.939186,6.248309
2.641000,33.952042,6.237722
2.642000,33.964897,6.227125
2.643000,33.977753,6.216518
2.644000,33.990609,6.205901
2.645000,34.003465,6.195275
2.646000,34.016320,6.184638
2.647000,34.029176,6.173992
2.648000,34.042032,6.163336
2.649000,34.054888,6.152670
2.650000,34.067743,6.141995
2.651000,34.080599,6.131309
2.652000,34.093455,6.120614
2.653000,34.106311,6.109909
2.654000,34.119166,6.099194
2.655000,34.132022,6.088470
2.656000,34.144878,6.077735
2.657000,34.157734,6.066991
2.658000,34.170589,6.056237
2.659000,34.183445,6.045473
2.660000,34.196301,6.034699
2.661000,34.209157,6.023916
2.662000,34.222012,6.013122
2.663000,34.234868,6.002319
2.664000,34.247724,5.991506
2.665000,34.260580,5.980683
2.666000,34.273435,5.969851
2.667000,34.286291,5.959008
2.668000,34.299147,5.948156
2.669000,34.312003,5.937294
2.670000,34.324858,5.926422
2.671000,34.337714,5.915541
2.672000,34.350570,5.904649
2.673000,34.363426,5.893748
2.674000,34.376281,5.882837
2.675000,34.389137,5.871916
2.676000,34.401993,5.860986
2.677000,34.414849,5.850045
2.678000,34.427704,5.839095
2.679000,34.440560,5.828135
2.680000,34.453416,5.817165
2.681000,34.466272,5.806185
2.682000,34.479127,5.795195
2.683000,34.491983,5.784196
2.684000,34.504839,5.773187
2.685000,34.517695,5.762168
2.686000,34.530550,5.751139
2.687000,34.543406,5.740101
2.688000,34.556262,5.729052
2.689000,34.569118,5.717994
2.690000,34.581973,5.706926
2.691000,34.594829,5.695848
2.692000,34.607685,5.684761
2.693000,34.620541,5.673663
2.694000,34.633396,5.662556
2.695000,34.646252,5.651439
2.696000,34.659108,5.640312
2.697000,34.671964,5.629175
2.698000,34.684819,5.618029
2.699000,34.697675,5.606873
2.700000,34.710531,5.595706
2.701000,34.723387,5.584531
2.702000,34.736242,5.573345
2.703000,34.749098,5.562149
2.704000,34.761954,5.550944
2.705000,34.774810,5.539729
2.706000,34.787665,5.528504
2.707000,34.800521,5.517269
2.708000,34.813377,5.506024
2.709000,34.826233,5.494770
2.710000,34.839088,5.483506
2.711000,34.851944,5.472232
2.712000,34.864800,5.460948
2.713000,34.877656,5.449654
2.714000,34.890511,5.438351
2.715000,34.903367,5.427038
2.716000,34.916223,5.415714
2.717000,34.929079,5.404382
2.718000,34.941934,5.393039
2.719000,34.954790,5.381686
2.720000,34.967646,5.370324
2.721000,34.980502,5.358952
2.722000,34.993357,5.347570
2.723000,35.006213,5.336178
2.724000,35.019069,5.324777
2.725000,35.031925,5.313365
2.726000,35.044780,5.301944
2.727000,35.057636,5.290513
2.728000,35.070492,5.279072
2.729000,35.083348,5.267622
2.730000,35.096203,5.256161
2.731000,35.109059,5.244691
2.732000,35.121915,5.233211
2.733000,35.134771,5.221721
2.734000,35.147626,5.210222
2.735000,35.160482,5.198712
2.736000,35.173338,5.187193
2.737000,35.186194,5.175664
2.738000,35.199050,5.164125
2.739000,35.211905,5.152576
2.740000,35.224761,5.141018
2.741000,35.237617,5.129449
2.742000,35.250473,5.117871
2.743000,35.263328,5.106283
2.744000,35.276184,5.094686
2.745000,35.289040,5.083078
2.746000,35.301896,5.071461
2.747000,35.314751,5.059834
2.748000,35.327607,5.048197
2.749000,35.340463,5.036550
2.750000,35.353319,5.024893
2.751000,35.366174,5.013227
2.752000,35.379030,5.001550
2.753000,35.391886,4.989864
2.754000,35.404742,4.978169
2.755000,35.417597,4.966463
2.756000,35.430453,4.954747
2.757000,35.443309,4.943022
2.758000,35.456165,4.931287
2.759000,35.469020,4.919542
2.760000,35.481876,4.907787
2.761000,35.494732,4.896023
2.762000,35.507588,4.884249
2.763000,35.520443,4.872464
2.764000,35.533299,4.860671
2.765000,35.546155,4.848867
2.766000,35.559011,4.837053
2.767000,35.571866,4.825230
2.768000,35.584722,4.813397
2.769000,35.597578,4.801554
2.770000,35.610434,4.789701
2.771000,35.623289,4.777838
2.772000,35.636145,4.765966
2.773000,35.649001,4.754084
2.774000,35.661857,4.742191
2.775000,35.674712,4.730290
2.776000,35.687568,4.718378
2.777000,35.700424,4.706456
2.778000,35.713280,4.694525
2.779000,35.726135,4.682584
2.780000,35.738991,4.670633
2.781000,35.751847,4.658672
2.782000,35.764703,4.646702
2.783000,35.777558,4.634722
2.784000,35.790414,4.622731
2.785000,35.803270,4.610731
2.786000,35.816126,4.598722
2.787000,35.828981,4.586702
2.788000,35.841837,4.574673
2.789000,35.854693,4.562633
2.790000,35.867549,4.550584
2.791000,35.880404,4.538526
2.792000,35.893260,4.526457
2.793000,35.906116,4.514379
